Set,Exercise Name,Time,Rest,Reps,Weight,Volume,SessionStart,LocalDate,Sport,File,FileBytes
23,Exercise None,00:30.9,,6,42.5 kg,255 kg,19/03/2025 1:41,19/03/2025,training,j.campton_319499912598.fit,56142
24,Exercise None,01:29.2,,,,,19/03/2025 1:41,19/03/2025,training,j.campton_319499912598.fit,56142
25,Exercise None,00:31.8,,6,42.5 kg,255 kg,19/03/2025 1:41,19/03/2025,training,j.campton_319499912598.fit,56142
26,Exercise None,03:46.1,,,,,19/03/2025 1:41,19/03/2025,training,j.campton_319499912598.fit,56142
27,Exercise None,00:31.5,,6,42.5 kg,255 kg,19/03/2025 1:41,19/03/2025,training,j.campton_319499912598.fit,56142
28,Exercise None,00:02.6,,,,,19/03/2025 1:41,19/03/2025,training,j.campton_319499912598.fit,56142
1,Exercise None,06:49.9,,1,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
2,Exercise None,00:49.2,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
3,Exercise None,00:46.3,,12,30 kg,360 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
4,Exercise None,00:54.8,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
5,Exercise None,00:37.5,,8,40 kg,320 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
6,Exercise None,00:58.8,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
7,Exercise None,00:30.9,,4,50 kg,200 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
8,Exercise None,01:05.5,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
9,Exercise None,00:27.4,,2,60 kg,120 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
10,Exercise None,01:24.7,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
11,Exercise None,00:27.2,,2,60 kg,120 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
12,Exercise None,02:29.4,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
13,Exercise None,00:26.1,,2,60 kg,120 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
14,Exercise None,13:33.5,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
15,Exercise None,00:55.6,,1,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
16,Exercise None,01:10.5,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
17,Exercise None,00:52.4,,1,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
18,Exercise None,00:59.8,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
19,Exercise None,00:51.3,,1,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
20,Exercise None,03:17.8,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
21,Exercise None,00:57.0,,1,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
22,Exercise None,01:00.7,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
23,Exercise None,00:47.8,,3,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
24,Exercise None,00:54.0,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
25,Exercise None,00:41.4,,3,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
26,Exercise None,01:04.0,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
27,Exercise None,00:42.1,,3,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
28,Exercise None,01:36.7,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
29,Exercise None,00:53.3,,3,0 kg,0 kg,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
30,Exercise None,00:26.1,,,,,20/03/2025 0:25,20/03/2025,training,j.campton_319683997409.fit,63476
1,Exercise None,07:25.2,,1,0 kg,0 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
2,Exercise None,00:58.7,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
3,Exercise None,00:03.8,,12,0 kg,0 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
4,Exercise None,01:06.5,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
5,Exercise None,00:41.2,,8,27.5 kg,220 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
6,Exercise None,01:09.2,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
7,Exercise None,00:26.7,,4,32.5 kg,130 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
8,Exercise None,01:15.1,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
9,Exercise None,00:24.8,,2,37.5 kg,75 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
10,Exercise None,01:18.3,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
11,Exercise None,00:26.9,,2,37.5 kg,75 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
12,Exercise None,01:13.6,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
13,Exercise None,00:28.7,,2,37.5 kg,75 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
14,Exercise None,02:39.7,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
15,Exercise None,00:57.6,,10,20 kg,200 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
16,Exercise None,00:36.4,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
17,Exercise None,00:49.3,,10,20 kg,200 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
18,Exercise None,00:55.7,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
19,Exercise None,00:48.0,,5,20 kg,100 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
20,Exercise None,01:23.5,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
21,Exercise None,00:35.7,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
22,Exercise None,01:38.6,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
23,Exercise None,00:04.0,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
24,Exercise None,01:09.9,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
25,Exercise None,00:40.3,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
26,Exercise None,01:09.2,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
27,Exercise None,00:37.2,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
28,Exercise None,01:07.9,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
29,Exercise None,00:36.5,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
30,Exercise None,02:13.9,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
31,Exercise None,00:03.9,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
32,Exercise None,01:29.0,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
33,Exercise None,01:12.3,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
34,Exercise None,01:26.3,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
35,Exercise None,00:59.4,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
36,Exercise None,01:23.2,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
37,Exercise None,01:00.5,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
38,Exercise None,01:30.0,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
39,Exercise None,00:57.7,,4,45 kg,180 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
40,Exercise None,01:25.7,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
41,Exercise None,00:25.6,,4,50 kg,200 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
42,Exercise None,01:01.9,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
43,Exercise None,00:30.5,,4,50 kg,200 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
44,Exercise None,00:55.9,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
45,Exercise None,00:32.2,,4,50 kg,200 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
46,Exercise None,01:04.8,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
47,Exercise None,00:33.0,,4,50 kg,200 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
48,Exercise None,01:05.1,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
49,Exercise None,00:31.0,,4,50 kg,200 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
50,Exercise None,01:22.7,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
51,Exercise None,00:22.6,,8,0 kg,0 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
52,Exercise None,00:50.4,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
53,Exercise None,00:55.3,,8,0 kg,0 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
54,Exercise None,00:03.5,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
55,Exercise None,00:28.9,,8,0 kg,0 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
56,Exercise None,01:07.5,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
57,Exercise None,00:30.9,,8,0 kg,0 kg,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
58,Exercise None,00:54.5,,,,,20/03/2025 23:53,20/03/2025,training,j.campton_319907025882.fit,82991
1,Exercise None,06:52.8,,1,0 kg,0 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
2,Exercise None,01:10.6,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
3,Exercise None,00:51.0,,12,40 kg,480 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
4,Exercise None,01:11.9,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
5,Exercise None,00:41.5,,8,50 kg,400 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
6,Exercise None,01:30.9,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
7,Exercise None,00:30.6,,4,60 kg,240 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
8,Exercise None,01:24.7,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
9,Exercise None,00:36.7,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
10,Exercise None,00:59.9,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
11,Exercise None,00:34.9,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
12,Exercise None,01:06.2,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
13,Exercise None,00:38.4,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
14,Exercise None,01:29.7,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
15,Exercise None,00:39.1,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
16,Exercise None,01:21.5,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
17,Exercise None,00:37.8,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
18,Exercise None,01:48.2,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
19,Exercise None,00:41.2,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
20,Exercise None,01:47.4,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
21,Exercise None,00:39.1,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
22,Exercise None,02:07.7,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
23,Exercise None,00:35.8,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
24,Exercise None,01:26.8,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
25,Exercise None,00:37.4,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
26,Exercise None,01:02.6,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
27,Exercise None,00:36.3,,5,70 kg,350 kg,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
28,Exercise None,02:09.6,,,,,22/03/2025 2:01,22/03/2025,training,j.campton_320152772578.fit,35921
1,Exercise None,10:16.5,,1,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
2,Exercise None,00:08.8,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
3,Exercise None,00:44.9,,12,20 kg,240 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
4,Exercise None,00:44.1,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
5,Exercise None,00:41.5,,8,27.5 kg,220 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
6,Exercise None,00:55.5,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
7,Exercise None,00:33.1,,4,32.5 kg,130 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
8,Exercise None,00:52.1,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
9,Exercise None,00:24.1,,2,37.5 kg,75 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
10,Exercise None,00:55.9,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
11,Exercise None,00:23.1,,2,37.5 kg,75 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
12,Exercise None,00:49.7,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
13,Exercise None,00:29.3,,2,37.5 kg,75 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
14,Exercise None,01:43.3,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
15,Exercise None,00:53.7,,8,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
16,Exercise None,00:51.6,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
17,Exercise None,00:39.6,,8,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
18,Exercise None,00:58.5,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
19,Exercise None,00:37.7,,8,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
20,Exercise None,01:28.2,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
21,Exercise None,00:13.3,,1,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
22,Exercise None,01:19.7,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
23,Exercise None,00:11.6,,1,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
24,Exercise None,01:27.8,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
25,Exercise None,00:12.5,,1,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
26,Exercise None,01:42.2,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
27,Exercise None,00:32.8,,3,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
28,Exercise None,00:57.4,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
29,Exercise None,00:51.5,,3,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
30,Exercise None,01:25.2,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
31,Exercise None,00:53.9,,3,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
32,Exercise None,01:06.3,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
33,Exercise None,00:23.0,,4,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
34,Exercise None,00:57.5,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
35,Exercise None,00:28.1,,4,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
36,Exercise None,01:20.8,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
37,Exercise None,00:31.4,,4,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
38,Exercise None,01:40.4,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
39,Exercise None,00:35.9,,4,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
40,Exercise None,00:54.4,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
41,Exercise None,00:34.9,,4,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
42,Exercise None,01:09.1,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
43,Exercise None,00:39.5,,4,0 kg,0 kg,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
44,Exercise None,00:05.5,,,,,24/03/2025 0:34,24/03/2025,training,j.campton_320625104210.fit,64999
1,Exercise None,04:34.3,,1,0 kg,0 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
2,Exercise None,00:24.1,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
3,Exercise None,00:55.3,,12,20 kg,240 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
4,Exercise None,01:25.7,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
5,Exercise None,00:48.0,,8,30 kg,240 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
6,Exercise None,01:05.9,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
7,Exercise None,00:33.7,,3,37.5 kg,112.5 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
8,Exercise None,01:14.1,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
9,Exercise None,00:26.3,,2,42.5 kg,85 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
10,Exercise None,01:08.3,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
11,Exercise None,00:30.0,,2,42.5 kg,85 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
12,Exercise None,01:15.0,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
13,Exercise None,00:35.9,,2,42.5 kg,85 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
14,Exercise None,00:19.4,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
15,Exercise None,00:48.1,,1,0 kg,0 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
16,Exercise None,00:56.7,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
17,Exercise None,00:44.4,,1,0 kg,0 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
18,Exercise None,01:04.1,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
19,Exercise None,00:35.9,,1,0 kg,0 kg,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
20,Exercise None,00:18.2,,,,,25/03/2025 5:01,25/03/2025,training,j.campton_320892702217.fit,31418
1,Exercise None,00:53.7,,12,20 kg,240 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
2,Exercise None,01:07.8,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
3,Exercise None,00:39.0,,8,30 kg,240 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
4,Exercise None,00:59.0,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
5,Exercise None,00:31.5,,4,37.5 kg,150 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
6,Exercise None,01:08.0,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
7,Exercise None,00:33.4,,6,45 kg,270 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
8,Exercise None,01:17.9,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
9,Exercise None,00:35.3,,6,45 kg,270 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
10,Exercise None,01:03.7,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
11,Exercise None,00:31.6,,6,45 kg,270 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
12,Exercise None,01:14.5,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
13,Exercise None,00:32.8,,6,45 kg,270 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
14,Exercise None,01:07.8,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
15,Exercise None,00:35.6,,6,45 kg,270 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
16,Exercise None,01:10.5,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
17,Exercise None,00:31.8,,6,45 kg,270 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
18,Exercise None,01:00.1,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
19,Exercise None,00:33.0,,6,45 kg,270 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
20,Exercise None,01:07.5,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
21,Exercise None,00:35.6,,6,45 kg,270 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
22,Exercise None,01:53.4,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
23,Exercise None,01:08.1,,10,20 kg,200 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
24,Exercise None,00:53.8,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
25,Exercise None,01:02.4,,10,20 kg,200 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
26,Exercise None,00:41.5,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
27,Exercise None,01:08.0,,10,20 kg,200 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
28,Exercise None,01:12.8,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
29,Exercise None,00:41.4,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
30,Exercise None,01:01.2,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
31,Exercise None,00:41.7,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
32,Exercise None,01:09.0,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
33,Exercise None,00:41.7,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
34,Exercise None,01:27.7,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
35,Exercise None,00:38.6,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
36,Exercise None,01:15.9,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
37,Exercise None,00:37.5,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
38,Exercise None,01:46.2,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
39,Exercise None,00:49.8,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
40,Exercise None,01:25.5,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
41,Exercise None,00:48.5,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
42,Exercise None,02:31.6,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
43,Exercise None,00:44.5,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
44,Exercise None,02:04.0,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
45,Exercise None,00:45.5,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
46,Exercise None,02:06.1,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
47,Exercise None,00:44.3,,5,32.5 kg,162.5 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
48,Exercise None,01:48.8,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
49,Exercise None,00:30.6,,5,45 kg,225 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
50,Exercise None,01:53.1,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
51,Exercise None,00:34.2,,5,45 kg,225 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
